City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
444,Mount Gambier,AU,-37.8333,140.7667,57.2,88,90,8.05,overcast clouds
445,Grand Gaube,MU,-20.0064,57.6608,80.01,77,39,3.0,scattered clouds
446,Labuan,MY,5.2767,115.2417,80.6,89,20,2.3,few clouds
447,Adeje,ES,28.1227,-16.726,66.99,55,40,10.36,scattered clouds
448,Vila Velha,BR,-20.3297,-40.2925,87.8,62,20,12.66,few clouds
449,Alice Springs,AU,-23.7,133.8833,75.2,33,42,5.75,scattered clouds
450,Chaoyang,CN,41.5703,120.4586,19.96,79,83,5.66,broken clouds
451,Cabo San Lucas,MX,22.8909,-109.9124,73.0,72,1,3.44,clear sky
452,Greensboro,US,36.0726,-79.792,50.0,27,75,4.61,broken clouds
453,Gornyak,RU,50.9942,81.4661,29.12,94,0,15.97,clear sky
454,Port-Gentil,GA,-0.7193,8.7815,84.2,79,40,10.36,scattered clouds
455,Balabac,PH,7.9868,117.0645,80.1,83,100,14.12,overcast clouds
456,Kiboga,UG,0.9161,31.7742,75.42,31,0,3.78,clear sky
457,Tevaitoa,PF,-16.7833,-151.5,81.43,69,3,10.58,clear sky
458,Muli,MV,2.9167,73.5667,81.54,74,95,13.76,overcast clouds
459,Zvishavane,ZW,-20.3267,30.0665,72.23,88,80,7.92,moderate rain
460,Honiara,SB,-9.4333,159.95,78.22,85,100,7.43,moderate rain
461,Kenai,US,60.5544,-151.2583,10.99,92,40,5.75,scattered clouds
462,Kruisfontein,ZA,-34.0033,24.7314,72.0,79,0,1.99,clear sky
463,Sioux Lookout,CA,50.1001,-91.917,-14.8,64,90,12.66,snow
464,Pangkalanbuun,ID,-2.6833,111.6167,75.18,97,100,3.0,light rain
465,Alegrete,BR,-29.7831,-55.7919,79.63,44,0,5.35,clear sky
466,Fukue,JP,32.6881,128.8419,55.94,66,0,13.15,clear sky
467,Marovoay,MG,-16.1,46.6333,82.4,74,40,5.75,scattered clouds
468,Basco,PH,20.4487,121.9702,73.98,87,96,20.02,overcast clouds
469,Jiuquan,CN,39.7432,98.5174,28.99,67,24,1.21,few clouds
470,Huanren,CN,41.2647,125.3667,16.52,94,86,3.85,overcast clouds
471,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,-2.51,91,100,3.06,overcast clouds
472,Nador,MA,35.174,-2.9287,60.8,59,0,8.05,clear sky
473,Virginia Beach,US,36.8529,-75.978,53.6,26,20,5.75,few clouds
474,Lengshuijiang,CN,27.6881,111.4294,54.52,82,29,0.83,scattered clouds
475,Cuamba,MZ,-14.8031,36.5372,74.17,90,97,2.57,overcast clouds
476,Guiyang,CN,26.5833,106.7167,51.8,93,40,2.24,scattered clouds
477,Beloha,MG,-25.1667,45.05,78.91,78,8,7.02,clear sky
478,Bahir Dar,ET,11.5936,37.3908,67.26,26,56,10.36,broken clouds
479,Parry Sound,CA,45.3501,-80.033,19.99,86,100,18.86,light snow
480,Beira,MZ,-19.8436,34.8389,86.0,74,75,9.22,broken clouds
481,Mounana,GA,-1.4085,13.1586,84.2,74,20,4.61,moderate rain
482,Sovetskiy,RU,61.3614,63.5842,-3.78,92,100,12.24,snow
483,Wanning,CN,18.8003,110.3967,67.93,89,3,4.54,clear sky
484,Gorontalo,ID,0.5412,123.0595,74.79,88,96,3.18,overcast clouds
485,Sovetsk,RU,55.0839,21.8785,9.82,94,59,4.38,broken clouds
486,Bam,IR,29.106,58.357,60.15,27,0,7.7,clear sky
487,Sechura,PE,-5.5569,-80.8222,82.04,52,92,6.55,overcast clouds
488,Sabha,LY,27.0377,14.4283,68.72,22,43,6.96,scattered clouds
489,Matadi,CD,-5.8167,13.45,85.57,73,75,4.59,broken clouds
490,Bojnurd,IR,37.4747,57.329,41.0,93,90,4.61,overcast clouds
491,Fairbanks,US,64.8378,-147.7164,-9.4,77,90,1.01,light snow
492,Xining,CN,36.6167,101.7667,23.92,64,95,1.72,overcast clouds
493,Alta Floresta,BR,-9.8756,-56.0861,76.06,88,100,6.44,overcast clouds
494,Jiayuguan,CN,39.8167,98.3,27.48,69,13,1.19,few clouds
495,Pinos,MX,22.3,-101.5667,73.4,11,1,12.66,clear sky
496,Khandyga,RU,62.6667,135.6,-27.15,85,100,1.79,overcast clouds
497,Kasongo-Lunda,CD,-6.4667,16.8167,78.62,80,14,1.95,light rain
498,Svetlogorsk,BY,52.6333,29.7333,5.25,93,39,9.28,scattered clouds
499,Greencastle,US,39.6445,-86.8647,23.0,49,1,3.44,clear sky
500,Samarai,PG,-10.6167,150.6667,82.33,77,100,6.08,overcast clouds
501,Ixtapa,MX,20.7,-105.2,78.01,60,1,5.75,clear sky
502,Belmonte,BR,-15.8631,-38.8828,84.2,79,75,11.5,light rain
503,Ritchie,ZA,-29.038,24.6028,82.4,54,0,5.75,light rain
504,Flinders,AU,-34.5833,150.8552,64.99,87,0,1.01,clear sky
505,Chicama,PE,-7.8447,-79.1469,69.8,88,75,8.05,fog
506,Oyama,JP,36.3,139.8,51.01,81,20,3.44,few clouds
507,Lima,PE,-12.0432,-77.0282,77.0,69,0,6.91,clear sky
508,Sinnamary,GF,5.3833,-52.95,79.99,84,89,15.64,light rain
509,Severo-Yeniseyskiy,RU,60.3725,93.0408,13.59,96,100,12.12,light snow
510,Pisco,PE,-13.7,-76.2167,75.0,83,75,9.22,broken clouds
511,Port Hedland,AU,-20.3167,118.5667,78.8,78,40,6.91,scattered clouds
512,Likasi,CD,-10.9814,26.7333,67.98,94,86,5.01,moderate rain
513,Sheridan,US,44.8333,-106.9173,7.0,72,90,8.05,light snow
514,Balagansk,RU,54.0103,103.0544,3.34,91,100,4.23,overcast clouds
515,Yigou,CN,35.8114,114.3167,51.6,37,79,5.5,broken clouds
516,Sistranda,NO,63.7256,8.834,23.0,80,75,13.8,light snow
517,Salinas,US,36.6777,-121.6555,54.0,81,1,8.05,clear sky
518,Garissa,KE,-0.4536,39.6401,89.37,38,39,10.04,scattered clouds
519,Nocrich,RO,45.9,24.45,50.0,76,75,5.75,broken clouds
520,Olafsvik,IS,64.8945,-23.7142,36.0,78,100,17.52,overcast clouds
521,Seoul,KR,37.5683,126.9778,46.4,87,75,6.91,mist
522,Naco,MX,31.3347,-109.9483,54.0,30,0,4.0,clear sky
523,Kyra,RU,49.5776,111.9753,-7.47,83,30,3.2,light snow
524,Atherton,GB,53.5237,-2.4935,39.99,82,100,3.0,overcast clouds
525,Pyapon,MM,16.2833,95.6833,72.73,75,0,7.47,clear sky
526,Dalby,AU,-27.1833,151.2667,72.0,88,60,4.21,broken clouds
527,Nongan,CN,44.382,125.1685,-7.6,77,0,4.47,mist
528,Izazi,TZ,-7.2,35.7333,71.6,73,75,2.66,broken clouds
529,Medea,DZ,36.2642,2.7539,62.6,67,40,8.05,scattered clouds
530,Pishin,PK,30.5803,66.9961,49.69,38,13,1.12,few clouds
531,Santa Lucia Utatlan,GT,14.7667,-91.2667,73.0,40,0,6.04,clear sky
532,Prince Rupert,CA,54.3161,-130.3201,37.4,87,90,5.75,overcast clouds
533,Nuuk,GL,64.1835,-51.7216,28.4,43,1,4.61,clear sky
534,Turukhansk,RU,65.8167,87.9833,-5.75,91,100,17.05,light snow
535,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,64.87,22,0,5.14,clear sky
536,Araouane,ML,18.9048,-3.5265,85.55,14,100,14.52,overcast clouds
537,Bealanana,MG,-14.55,48.7333,66.88,88,99,1.39,light rain
538,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,93.94,21,0,5.12,clear sky
539,Pekan,MY,3.4836,103.3996,75.2,88,20,3.44,few clouds
540,Ayolas,PY,-27.4,-56.9,82.8,43,0,6.82,clear sky
541,Bafoulabe,ML,13.8065,-10.8321,96.71,9,70,10.78,broken clouds
542,Maneadero,MX,31.7167,-116.5667,57.99,72,0,1.01,clear sky
543,Bondo,CD,3.8146,23.6866,82.98,21,13,2.98,few clouds
544,Cockburn Town,TC,21.4612,-71.1419,82.4,65,40,18.41,scattered clouds
545,Gaoua,BF,10.2992,-3.2508,99.9,10,81,5.68,broken clouds
546,Dudinka,RU,69.4058,86.1778,-30.28,81,0,10.11,clear sky
547,Paamiut,GL,61.994,-49.6678,23.04,81,0,7.18,clear sky
548,Jalu,LY,29.0331,21.5482,66.58,30,55,8.43,broken clouds
549,Langsa,ID,4.4683,97.9683,74.77,89,77,2.46,broken clouds
550,Dera Bugti,PK,29.0307,69.151,60.76,30,0,3.49,clear sky
551,Plonsk,PL,52.6235,20.3755,17.01,67,0,10.36,clear sky
552,Vani,GE,42.0832,42.5216,48.2,66,20,6.91,light rain
553,Port Lincoln,AU,-34.7333,135.8667,60.62,82,78,13.58,broken clouds
554,Byron Bay,AU,-28.65,153.6167,69.8,94,96,1.81,overcast clouds
555,Borogontsy,RU,62.6683,131.1683,-36.17,81,100,1.48,overcast clouds
556,Asau,RO,46.4333,26.4,30.0,76,100,3.2,overcast clouds
557,Reconquista,AR,-29.15,-59.65,88.12,27,0,6.91,clear sky
558,Burnie,AU,-41.0667,145.9167,61.0,85,78,5.01,broken clouds
559,Merritt Island,US,28.5392,-80.672,73.4,68,75,4.92,broken clouds
560,Koungou,YT,-12.7336,45.2042,82.4,78,75,16.11,broken clouds
561,Broken Hill,AU,-31.95,141.4333,66.2,63,50,10.36,scattered clouds
562,Migori,KE,-1.0634,34.4731,67.93,70,45,2.08,scattered clouds
563,Rio Gallegos,AR,-51.6226,-69.2181,60.8,39,20,16.11,few clouds
564,Loubomo,CG,-4.1997,12.6739,79.68,87,83,4.27,light rain
565,Luba,GQ,3.4568,8.5547,82.69,72,94,5.91,overcast clouds
566,Kamloops,CA,50.6665,-120.3192,32.0,100,90,1.05,snow
567,Porbandar,IN,21.6422,69.6093,69.22,32,0,13.56,clear sky
568,Abu Kamal,SY,34.4506,40.9171,57.83,52,0,9.57,clear sky
569,Kismayo,SO,-0.3582,42.5454,77.07,83,8,16.02,clear sky
570,Wagar,SD,16.1525,36.2032,70.54,23,0,8.99,clear sky
571,Taltal,CL,-25.4,-70.4833,69.13,61,18,6.17,few clouds
572,Florianopolis,BR,-27.6146,-48.5012,84.0,44,0,13.8,clear sky
573,Nsanje,MW,-16.92,35.262,82.38,75,81,4.83,broken clouds
574,Huaiyin,CN,33.5886,119.0192,49.33,68,67,8.01,broken clouds
575,Birao,CF,10.2849,22.7882,75.27,19,68,7.18,broken clouds
576,Ocos,GT,14.5094,-92.1933,87.8,51,1,9.06,clear sky
577,Farah,AF,32.5,62.5,50.9,39,23,1.63,few clouds
578,Monroe,US,43.1501,-77.6831,25.0,79,75,16.11,light snow
579,Neiafu,TO,-18.65,-173.9833,78.8,94,75,13.8,very heavy rain
580,Athabasca,CA,54.7169,-113.2854,-31.0,67,94,1.14,overcast clouds
581,Omboue,GA,-1.5746,9.2618,81.0,85,99,7.56,light rain
582,Oussouye,SN,12.485,-16.5469,78.8,47,0,13.8,clear sky
583,Arbazh,RU,57.6804,48.3065,-4.79,91,100,10.54,light snow
584,Tanabe,JP,33.7333,135.3667,49.3,76,0,10.63,clear sky
585,Irinjalakuda,IN,10.3333,76.2333,78.8,83,31,1.74,haze
586,Nipawin,CA,53.3668,-104.0009,-27.4,68,1,8.05,clear sky
587,Hovd,MN,48.0056,91.6419,10.9,90,87,2.06,overcast clouds
588,Harper,LR,4.375,-7.7169,82.92,75,45,9.33,scattered clouds
589,Pinawa,CA,50.1489,-95.8811,-20.07,85,100,12.26,overcast clouds
590,Saint-Raymond,CA,45.467,-73.6095,25.0,63,79,5.75,broken clouds
591,Voh,NC,-20.9667,164.7,73.38,85,21,2.24,few clouds
592,Bocana De Paiwas,NI,12.7857,-85.1227,83.86,62,96,6.53,overcast clouds
593,Charters Towers,AU,-20.1,146.2667,74.98,88,98,7.36,overcast clouds
594,Tacoronte,ES,28.4769,-16.4102,59.0,93,75,23.02,broken clouds
595,Chifeng,CN,42.2683,118.9636,9.55,91,95,3.13,overcast clouds
596,Half Moon Bay,US,37.4636,-122.4286,54.0,100,1,3.44,mist
597,Halifax,CA,44.6453,-63.5724,44.01,75,81,23.02,broken clouds
598,Najran,SA,17.4924,44.1277,77.0,29,40,9.22,scattered clouds
599,Siirt,TR,37.9326,41.9403,43.63,61,0,2.21,clear sky
600,Shingu,JP,33.7333,135.9833,45.0,78,0,6.46,clear sky
601,Kumba,CM,4.6363,9.4469,86.58,55,35,5.28,scattered clouds
602,Lodja,CD,-3.4833,23.4333,72.55,85,84,2.44,light rain
603,Bossangoa,CF,6.4926,17.4552,87.39,16,42,4.14,scattered clouds
604,Candido De Abreu,BR,-24.5669,-51.3333,84.4,36,0,3.67,clear sky
605,Savannah Bight,HN,16.45,-85.85,84.2,65,1,10.38,clear sky
606,Buchanan,LR,5.8808,-10.0467,80.6,78,75,3.44,broken clouds
607,Goderich,CA,43.7501,-81.7165,17.6,67,100,24.16,overcast clouds
608,Galveston,US,29.3669,-94.9669,57.2,82,90,12.66,overcast clouds
609,Nyurba,RU,63.2842,118.3319,-33.12,84,84,1.86,broken clouds
610,Otjimbingwe,NA,-22.35,16.1333,90.09,24,22,21.81,few clouds
611,Algiers,DZ,36.7525,3.042,62.6,67,40,8.05,scattered clouds
612,Jiaonan,CN,35.8786,119.9753,48.0,56,0,2.24,clear sky
613,Sorland,NO,67.667,12.6934,34.81,83,100,25.72,overcast clouds
614,Aksha,RU,50.2814,113.2867,-4.56,86,69,4.09,light snow
615,Palatka,US,29.6486,-81.6376,62.01,84,91,5.01,overcast clouds
616,Kapiri Mposhi,ZM,-13.9652,28.6809,68.58,94,70,3.74,moderate rain
617,Kushiro,JP,42.975,144.3747,26.55,98,95,8.72,overcast clouds
618,Jinxiang,CN,27.4327,120.6062,56.64,84,93,4.61,overcast clouds
619,Vestmannaeyjar,IS,63.4427,-20.2734,35.6,87,40,31.07,scattered clouds
620,Rangia,IN,26.4667,91.6333,60.8,67,40,5.23,haze
621,Malinovoye Ozero,RU,51.6753,79.7825,26.89,93,14,14.74,few clouds
622,Meadow Lake,US,34.8014,-106.5436,46.0,33,1,10.36,clear sky
623,Morro Bay,US,35.3658,-120.8499,62.6,39,1,12.66,clear sky
624,Richards Bay,ZA,-28.783,32.0377,76.53,78,26,9.35,scattered clouds
625,Mingaora,PK,34.7758,72.3625,48.52,44,0,4.81,clear sky
626,Christchurch,NZ,-43.5333,172.6333,60.01,82,90,6.91,overcast clouds
627,Bilma,NE,18.6853,12.9164,73.09,19,31,7.36,scattered clouds
628,Charleston,US,32.7766,-79.9309,52.0,81,90,9.22,overcast clouds
629,Mairwa,IN,26.2333,84.15,56.35,63,0,4.9,clear sky
630,Pravia,ES,43.4906,-6.1508,51.01,76,75,3.44,broken clouds
631,Normandin,CA,48.8333,-72.5321,23.0,68,99,13.8,overcast clouds
632,Antequera,ES,37.0194,-4.5612,64.4,48,20,6.91,few clouds
633,Vao,NC,-22.6667,167.4833,77.2,87,1,8.08,clear sky
634,Padang,ID,-0.9492,100.3543,75.2,88,20,2.3,few clouds
635,Mount Isa,AU,-20.7333,139.5,73.4,100,40,6.91,moderate rain
636,Puerto Carreno,CO,6.189,-67.4859,95.85,35,98,10.76,overcast clouds
637,Yaksatovo,RU,46.2434,48.0151,26.6,59,0,8.95,clear sky
638,Molina,CL,-35.1167,-71.2833,64.4,82,90,5.75,overcast clouds
639,Pilar,BR,-9.5972,-35.9567,89.6,62,20,14.97,few clouds
640,Jizan,SA,17.3333,42.6667,78.8,61,20,5.75,few clouds
641,Amahai,ID,-3.3333,128.9167,79.36,81,100,4.27,light rain
642,Meulaboh,ID,4.1363,96.1285,79.48,81,63,3.36,broken clouds
643,Mankono,CI,8.0586,-6.1897,97.68,25,97,4.81,overcast clouds
644,Ndele,CF,8.4109,20.6473,81.66,16,63,5.39,broken clouds
645,Muroto,JP,33.2833,134.15,53.35,70,0,5.26,clear sky
646,Jieshi,CN,22.8134,115.8257,65.1,79,0,4.03,clear sky
647,Mingyue,CN,43.1069,128.9217,6.49,90,62,4.74,broken clouds
648,Vega De Alatorre,MX,20.0333,-96.6333,76.66,73,6,6.24,clear sky
649,Kiama,AU,-34.6833,150.8667,64.99,81,0,3.0,clear sky
650,Iskateley,RU,67.6803,53.1512,-25.35,85,54,12.39,broken clouds
651,Galle,LK,6.0367,80.217,78.67,82,94,6.26,overcast clouds
652,Ikom,NG,5.9667,8.7063,96.12,15,0,3.76,clear sky
653,Dhidhdhoo,MV,6.8833,73.1,81.91,76,63,11.21,broken clouds
654,Banda Aceh,ID,5.5577,95.3222,78.67,83,46,7.87,scattered clouds
655,Lardos,GR,36.0942,28.0157,60.8,82,75,2.3,broken clouds
656,Chilca,PE,-12.5211,-76.7372,77.0,69,0,6.91,clear sky
657,San-Pedro,CI,4.7485,-6.6363,83.08,77,47,9.19,scattered clouds
658,Vokhma,RU,58.9303,46.7586,-6.3,90,100,10.31,light snow
659,Valenca,BR,-13.3703,-39.0731,89.76,50,98,7.85,overcast clouds
660,Skibotn,NO,69.3913,20.2679,26.6,80,75,6.91,light snow
661,Hadishahr,AZ,38.8431,45.6635,37.4,81,20,9.22,few clouds
662,Kautokeino,NO,69.0125,23.0412,12.16,93,74,6.69,broken clouds
663,Maningrida,AU,-12.0667,134.2667,77.22,83,100,10.78,overcast clouds
664,Riyadh,SA,24.6877,46.7219,64.4,55,20,9.22,few clouds
665,Mattru,SL,7.6244,-11.8332,95.05,32,60,6.08,broken clouds
666,Orbetello,IT,42.4408,11.2196,59.0,93,90,23.02,fog
667,Constitucion,CL,-35.3333,-72.4167,65.08,71,84,4.18,broken clouds
668,Alamos,MX,27.0167,-108.9333,74.88,21,0,2.68,clear sky
669,Biankouma,CI,7.7391,-7.6138,91.38,29,79,2.8,broken clouds
